src_ip,window_start,risk_score,severity,signature_score,signature_hits,isolation_score,ewma_score,ewma_top_deviation,rf_predicted_type,rf_confidence,true_attack_type
10.0.0.1,2026-08-10 02:55:00,0.0988,INFO,0.0,[],0.265,0.228,syn_ratio (z=3.6),none,1.0,none
10.0.0.25,2026-08-10 03:09:00,0.0987,INFO,0.0,[],0.305,0.188,total_bytes_recv (z=2.2),none,1.0,none
10.0.0.17,2026-08-10 01:50:00,0.0986,INFO,0.0,[],0.279,0.214,flow_count (z=1.9),none,1.0,none
10.0.0.12,2026-08-10 01:35:00,0.0982,INFO,0.0,[],0.289,0.201,syn_ratio (z=4.0),none,1.0,none
10.0.0.10,2026-08-10 04:57:00,0.0979,INFO,0.0,[],0.28,0.21,total_bytes_recv (z=2.9),none,1.0,none
10.0.0.23,2026-08-10 05:59:00,0.0978,INFO,0.0,[],0.278,0.211,avg_packet_size (z=4.2),none,1.0,none
10.0.0.32,2026-08-10 03:33:00,0.0978,INFO,0.0,[],0.283,0.206,total_bytes_sent (z=2.1),none,1.0,none
10.0.0.5,2026-08-10 04:46:00,0.0977,INFO,0.0,[],0.258,0.23,syn_ratio (z=8.0),none,1.0,none
10.0.0.24,2026-08-10 02:50:00,0.0975,INFO,0.0,[],0.281,0.207,avg_duration (z=5.9),none,1.0,none
10.0.0.10,2026-08-10 04:25:00,0.0975,INFO,0.0,[],0.248,0.239,syn_ratio (z=5.5),none,1.0,none
10.0.0.16,2026-08-10 03:40:00,0.0973,INFO,0.0,[],0.282,0.205,avg_duration (z=6.4),none,1.0,none
10.0.0.20,2026-08-10 05:59:00,0.0973,INFO,0.0,[],0.265,0.221,syn_ratio (z=3.3),none,1.0,none
10.0.0.18,2026-08-10 05:02:00,0.0972,INFO,0.0,[],0.263,0.223,syn_ratio (z=8.0),none,1.0,none
10.0.0.40,2026-08-10 05:36:00,0.0972,INFO,0.0,[],0.218,0.268,total_bytes_recv (z=4.5),none,1.0,none
10.0.0.26,2026-08-10 03:27:00,0.0971,INFO,0.0,[],0.275,0.211,avg_packet_size (z=3.0),none,1.0,none
10.0.0.31,2026-08-10 05:53:00,0.0971,INFO,0.0,[],0.239,0.246,avg_duration (z=6.7),none,1.0,none
10.0.0.39,2026-08-10 05:04:00,0.097,INFO,0.0,[],0.272,0.191,port_entropy (z=1.7),none,0.985,none
10.0.0.30,2026-08-10 03:08:00,0.0969,INFO,0.0,[],0.284,0.2,avg_packet_size (z=2.8),none,1.0,none
10.0.0.23,2026-08-10 05:13:00,0.0969,INFO,0.0,[],0.248,0.237,syn_ratio (z=6.9),none,1.0,none
10.0.0.1,2026-08-10 00:14:00,0.0966,INFO,0.0,[],0.255,0.227,total_bytes_recv (z=4.4),none,1.0,none
10.0.0.7,2026-08-10 02:54:00,0.0964,INFO,0.0,[],0.231,0.251,syn_ratio (z=8.0),none,1.0,none
10.0.0.10,2026-08-10 01:38:00,0.0961,INFO,0.0,[],0.281,0.2,avg_packet_size (z=3.5),none,1.0,none
10.0.0.31,2026-08-10 01:13:00,0.0961,INFO,0.0,[],0.256,0.225,avg_duration (z=7.9),none,1.0,none
10.0.0.18,2026-08-10 01:49:00,0.0961,INFO,0.0,[],0.286,0.194,syn_ratio (z=2.2),none,1.0,none
10.0.0.6,2026-08-10 01:30:00,0.0961,INFO,0.0,[],0.269,0.212,port_entropy (z=1.8),none,1.0,none
10.0.0.19,2026-08-10 04:43:00,0.096,INFO,0.0,[],0.279,0.201,avg_packet_size (z=4.7),none,1.0,none
10.0.0.10,2026-08-10 05:24:00,0.096,INFO,0.0,[],0.253,0.199,port_entropy (z=2.4),none,0.982,none
10.0.0.34,2026-08-10 02:41:00,0.0959,INFO,0.0,[],0.226,0.253,total_bytes_recv (z=4.9),none,1.0,none
10.0.0.29,2026-08-10 00:43:00,0.0959,INFO,0.0,[],0.257,0.222,total_bytes_recv (z=7.0),none,1.0,none
10.0.0.26,2026-08-10 03:31:00,0.0958,INFO,0.0,[],0.282,0.197,syn_ratio (z=3.5),none,1.0,none
10.0.0.17,2026-08-10 03:56:00,0.0958,INFO,0.0,[],0.278,0.201,syn_ratio (z=2.8),none,1.0,none
10.0.0.13,2026-08-10 02:18:00,0.0958,INFO,0.0,[],0.265,0.214,avg_duration (z=7.0),none,1.0,none
10.0.0.2,2026-08-10 05:17:00,0.0958,INFO,0.0,[],0.234,0.245,syn_ratio (z=8.0),none,1.0,none
10.0.0.20,2026-08-10 02:54:00,0.0957,INFO,0.0,[],0.256,0.223,avg_packet_size (z=-2.8),none,1.0,none
10.0.0.32,2026-08-10 00:07:00,0.0956,INFO,0.0,[],0.294,0.142,flow_count (z=0.0),none,0.972,none
10.0.0.32,2026-08-10 05:26:00,0.0955,INFO,0.0,[],0.234,0.239,syn_ratio (z=8.0),none,0.997,none
10.0.0.32,2026-08-10 04:45:00,0.0955,INFO,0.0,[],0.248,0.229,avg_duration (z=8.0),none,1.0,none
10.0.0.21,2026-08-10 05:34:00,0.0953,INFO,0.0,[],0.243,0.233,syn_ratio (z=3.9),none,1.0,none
10.0.0.13,2026-08-10 02:28:00,0.0951,INFO,0.0,[],0.253,0.223,syn_ratio (z=4.9),none,1.0,none
10.0.0.20,2026-08-10 05:43:00,0.0951,INFO,0.0,[],0.102,0.195,avg_packet_size (z=-1.4),none,0.881,none
10.0.0.35,2026-08-10 03:01:00,0.0949,INFO,0.0,[],0.26,0.21,avg_packet_size (z=-2.0),none,0.997,none
10.0.0.1,2026-08-10 00:00:00,0.0948,INFO,0.0,[],0.327,0.142,flow_count (z=0.0),none,0.997,none
10.0.0.5,2026-08-10 03:24:00,0.0948,INFO,0.0,[],0.17,0.194,avg_packet_size (z=-2.0),none,0.927,none
10.0.0.20,2026-08-10 05:02:00,0.0945,INFO,0.0,[],0.236,0.236,syn_ratio (z=8.0),none,1.0,none
10.0.0.35,2026-08-10 02:55:00,0.0945,INFO,0.0,[],0.266,0.206,avg_duration (z=4.2),none,1.0,none
10.0.0.31,2026-08-10 05:55:00,0.0944,INFO,0.0,[],0.268,0.199,total_bytes_recv (z=2.9),none,0.997,none
10.0.0.9,2026-08-10 01:54:00,0.0944,INFO,0.0,[],0.22,0.253,avg_duration (z=8.0),none,1.0,none
10.0.0.26,2026-08-10 05:05:00,0.0941,INFO,0.0,[],0.257,0.214,avg_packet_size (z=3.7),none,1.0,none
10.0.0.7,2026-08-10 05:43:00,0.0939,INFO,0.0,[],0.248,0.222,syn_ratio (z=4.7),none,1.0,none
10.0.0.40,2026-08-10 04:57:00,0.0939,INFO,0.0,[],0.274,0.195,syn_ratio (z=2.0),none,1.0,none
10.0.0.38,2026-08-10 05:40:00,0.0938,INFO,0.0,[],0.254,0.216,syn_ratio (z=8.0),none,1.0,none
10.0.0.4,2026-08-10 04:16:00,0.0934,INFO,0.0,[],0.238,0.229,avg_duration (z=6.9),none,1.0,none
10.0.0.2,2026-08-10 03:50:00,0.0933,INFO,0.0,[],0.245,0.222,avg_packet_size (z=3.8),none,1.0,none
10.0.0.1,2026-08-10 01:54:00,0.0932,INFO,0.0,[],0.268,0.198,syn_ratio (z=2.7),none,1.0,none
10.0.0.32,2026-08-10 05:47:00,0.0932,INFO,0.0,[],0.244,0.216,total_bytes_recv (z=3.5),none,0.997,none
10.0.0.39,2026-08-10 00:47:00,0.0931,INFO,0.0,[],0.276,0.189,avg_duration (z=3.5),none,1.0,none
10.0.0.16,2026-08-10 02:21:00,0.093,INFO,0.0,[],0.274,0.191,syn_ratio (z=2.9),none,1.0,none
10.0.0.25,2026-08-10 04:38:00,0.093,INFO,0.0,[],0.252,0.213,avg_duration (z=8.0),none,1.0,none
10.0.0.32,2026-08-10 01:02:00,0.093,INFO,0.0,[],0.267,0.198,avg_duration (z=3.6),none,1.0,none
10.0.0.16,2026-08-10 04:51:00,0.0927,INFO,0.0,[],0.242,0.221,syn_ratio (z=7.0),none,1.0,none
10.0.0.5,2026-08-10 01:00:00,0.0923,INFO,0.0,[],0.268,0.193,avg_duration (z=-2.5),none,1.0,none
10.0.0.29,2026-08-10 04:56:00,0.0923,INFO,0.0,[],0.259,0.203,syn_ratio (z=3.3),none,1.0,none
10.0.0.35,2026-08-10 03:34:00,0.0922,INFO,0.0,[],0.24,0.221,syn_ratio (z=5.9),none,1.0,none
10.0.0.20,2026-08-10 05:35:00,0.092,INFO,0.0,[],0.221,0.239,syn_ratio (z=3.3),none,1.0,none
10.0.0.29,2026-08-10 02:49:00,0.0915,INFO,0.0,[],0.265,0.193,syn_ratio (z=2.4),none,1.0,none
10.0.0.25,2026-08-10 00:47:00,0.0915,INFO,0.0,[],0.257,0.2,avg_packet_size (z=4.0),none,1.0,none
10.0.0.9,2026-08-10 03:22:00,0.0914,INFO,0.0,[],0.23,0.227,syn_ratio (z=5.1),none,1.0,none
10.0.0.6,2026-08-10 05:01:00,0.0911,INFO,0.0,[],0.245,0.211,avg_duration (z=4.1),none,1.0,none
10.0.0.5,2026-08-10 00:06:00,0.0911,INFO,0.0,[],0.313,0.142,flow_count (z=0.0),none,1.0,none
10.0.0.11,2026-08-10 05:56:00,0.091,INFO,0.0,[],0.246,0.209,syn_ratio (z=4.9),none,1.0,none
10.0.0.17,2026-08-10 01:29:00,0.0909,INFO,0.0,[],0.242,0.212,avg_duration (z=3.0),none,1.0,none
10.0.0.18,2026-08-10 01:51:00,0.0908,INFO,0.0,[],0.279,0.175,syn_ratio (z=1.5),none,1.0,none
10.0.0.32,2026-08-10 03:29:00,0.0907,INFO,0.0,[],0.237,0.217,syn_ratio (z=3.2),none,1.0,none
10.0.0.9,2026-08-10 01:19:00,0.0906,INFO,0.0,[],0.24,0.208,total_bytes_recv (z=-2.4),none,0.997,none
10.0.0.15,2026-08-10 02:53:00,0.0905,INFO,0.0,[],0.227,0.226,syn_ratio (z=8.0),none,1.0,none
10.0.0.3,2026-08-10 00:14:00,0.09,INFO,0.0,[],0.295,0.142,flow_count (z=0.0),none,0.991,none
10.0.0.5,2026-08-10 03:27:00,0.0899,INFO,0.0,[],0.253,0.196,syn_ratio (z=3.3),none,1.0,none
10.0.0.27,2026-08-10 01:04:00,0.0899,INFO,0.0,[],0.282,0.167,syn_ratio (z=1.4),none,1.0,none
10.0.0.8,2026-08-10 01:23:00,0.0896,INFO,0.0,[],0.253,0.195,avg_duration (z=1.6),none,1.0,none
10.0.0.4,2026-08-10 00:24:00,0.0895,INFO,0.0,[],0.265,0.183,avg_duration (z=5.9),none,1.0,none
10.0.0.40,2026-08-10 02:56:00,0.0895,INFO,0.0,[],0.264,0.183,syn_ratio (z=3.1),none,1.0,none
10.0.0.27,2026-08-10 00:41:00,0.0893,INFO,0.0,[],0.268,0.179,total_bytes_sent (z=-1.4),none,1.0,none
10.0.0.21,2026-08-10 04:39:00,0.0891,INFO,0.0,[],0.207,0.239,avg_packet_size (z=4.2),none,1.0,none
10.0.0.19,2026-08-10 03:47:00,0.0891,INFO,0.0,[],0.259,0.187,port_entropy (z=1.6),none,1.0,none
10.0.0.6,2026-08-10 02:03:00,0.0891,INFO,0.0,[],0.226,0.22,syn_ratio (z=7.9),none,1.0,none
10.0.0.28,2026-08-10 03:39:00,0.0889,INFO,0.0,[],0.245,0.199,syn_ratio (z=3.3),none,1.0,none
10.0.0.6,2026-08-10 04:50:00,0.0888,INFO,0.0,[],0.184,0.26,syn_ratio (z=8.0),none,1.0,none
10.0.0.1,2026-08-10 02:56:00,0.0887,INFO,0.0,[],0.21,0.234,avg_duration (z=4.9),none,1.0,none
10.0.0.10,2026-08-10 02:04:00,0.0884,INFO,0.0,[],0.233,0.209,avg_packet_size (z=5.8),none,1.0,none
10.0.0.4,2026-08-10 04:47:00,0.0884,INFO,0.0,[],0.255,0.186,syn_ratio (z=2.3),none,1.0,none
10.0.0.15,2026-08-10 00:54:00,0.0883,INFO,0.0,[],0.245,0.196,avg_packet_size (z=3.9),none,1.0,none
10.0.0.34,2026-08-10 01:02:00,0.0881,INFO,0.0,[],0.234,0.206,avg_duration (z=4.2),none,1.0,none
10.0.0.26,2026-08-10 03:06:00,0.0881,INFO,0.0,[],0.251,0.189,syn_ratio (z=3.4),none,1.0,none
10.0.0.31,2026-08-10 03:23:00,0.088,INFO,0.0,[],0.223,0.217,syn_ratio (z=8.0),none,1.0,none
10.0.0.10,2026-08-10 02:09:00,0.0879,INFO,0.0,[],0.259,0.181,syn_ratio (z=3.4),none,1.0,none
10.0.0.4,2026-08-10 00:27:00,0.0878,INFO,0.0,[],0.261,0.178,avg_packet_size (z=-1.3),none,1.0,none
10.0.0.20,2026-08-10 05:14:00,0.0875,INFO,0.0,[],0.209,0.229,syn_ratio (z=4.2),none,1.0,none
10.0.0.25,2026-08-10 03:34:00,0.0875,INFO,0.0,[],0.254,0.183,avg_duration (z=2.5),none,1.0,none
10.0.0.16,2026-08-10 01:10:00,0.0874,INFO,0.0,[],0.156,0.177,total_bytes_recv (z=-1.5),none,0.931,none
10.0.0.16,2026-08-10 05:01:00,0.0873,INFO,0.0,[],0.168,0.169,avg_duration (z=0.9),none,0.934,none
10.0.0.1,2026-08-10 05:26:00,0.0873,INFO,0.0,[],0.217,0.219,syn_ratio (z=6.9),none,1.0,none
10.0.0.36,2026-08-10 03:29:00,0.0873,INFO,0.0,[],0.222,0.214,syn_ratio (z=2.6),none,1.0,none
10.0.0.9,2026-08-10 02:37:00,0.0871,INFO,0.0,[],0.224,0.211,avg_duration (z=5.3),none,1.0,none
10.0.0.4,2026-08-10 01:17:00,0.087,INFO,0.0,[],0.232,0.203,syn_ratio (z=2.3),none,1.0,none
10.0.0.5,2026-08-10 01:29:00,0.0869,INFO,0.0,[],0.243,0.191,syn_ratio (z=2.5),none,1.0,none
10.0.0.3,2026-08-10 02:37:00,0.0869,INFO,0.0,[],0.213,0.221,syn_ratio (z=7.2),none,1.0,none
10.0.0.21,2026-08-10 02:53:00,0.0868,INFO,0.0,[],0.227,0.207,avg_duration (z=5.6),none,1.0,none
10.0.0.19,2026-08-10 01:56:00,0.0867,INFO,0.0,[],0.279,0.155,avg_packet_size (z=0.6),none,1.0,none
10.0.0.27,2026-08-10 05:12:00,0.0867,INFO,0.0,[],0.201,0.233,syn_ratio (z=8.0),none,1.0,none
10.0.0.23,2026-08-10 01:27:00,0.0867,INFO,0.0,[],0.227,0.207,syn_ratio (z=6.7),none,1.0,none
10.0.0.24,2026-08-10 00:07:00,0.0865,INFO,0.0,[],0.291,0.142,flow_count (z=0.0),none,1.0,none
10.0.0.35,2026-08-10 05:11:00,0.0865,INFO,0.0,[],0.24,0.193,syn_ratio (z=2.5),none,1.0,none
10.0.0.26,2026-08-10 04:19:00,0.0865,INFO,0.0,[],0.226,0.206,syn_ratio (z=2.7),none,1.0,none
10.0.0.20,2026-08-10 01:49:00,0.0864,INFO,0.0,[],0.218,0.214,total_bytes_recv (z=3.4),none,1.0,none
10.0.0.8,2026-08-10 05:38:00,0.0862,INFO,0.0,[],0.2,0.231,syn_ratio (z=8.0),none,1.0,none
10.0.0.1,2026-08-10 04:07:00,0.0862,INFO,0.0,[],0.205,0.226,syn_ratio (z=8.0),none,1.0,none
10.0.0.36,2026-08-10 05:08:00,0.0859,INFO,0.0,[],0.223,0.207,avg_duration (z=3.6),none,1.0,none
10.0.0.6,2026-08-10 05:18:00,0.0858,INFO,0.0,[],0.198,0.231,avg_packet_size (z=6.0),none,1.0,none
10.0.0.25,2026-08-10 05:37:00,0.0858,INFO,0.0,[],0.192,0.237,syn_ratio (z=8.0),none,1.0,none
10.0.0.16,2026-08-10 04:08:00,0.0857,INFO,0.0,[],0.207,0.222,syn_ratio (z=2.2),none,1.0,none
10.0.0.33,2026-08-10 03:35:00,0.0856,INFO,0.0,[],0.213,0.215,syn_ratio (z=7.0),none,1.0,none
10.0.0.24,2026-08-10 01:29:00,0.0856,INFO,0.0,[],0.196,0.232,avg_duration (z=8.0),none,1.0,none
10.0.0.28,2026-08-10 00:48:00,0.0856,INFO,0.0,[],0.249,0.179,total_bytes_recv (z=1.5),none,1.0,none
10.0.0.8,2026-08-10 01:19:00,0.0856,INFO,0.0,[],0.251,0.177,syn_ratio (z=1.5),none,1.0,none
10.0.0.3,2026-08-10 03:55:00,0.0856,INFO,0.0,[],0.216,0.212,avg_duration (z=6.3),none,1.0,none
10.0.0.26,2026-08-10 05:56:00,0.0855,INFO,0.0,[],0.21,0.218,syn_ratio (z=3.5),none,1.0,none
10.0.0.28,2026-08-10 04:58:00,0.0855,INFO,0.0,[],0.195,0.233,syn_ratio (z=5.4),none,1.0,none
10.0.0.19,2026-08-10 02:33:00,0.0854,INFO,0.0,[],0.265,0.161,syn_ratio (z=2.0),none,1.0,none
10.0.0.21,2026-08-10 04:26:00,0.0854,INFO,0.0,[],0.216,0.197,avg_duration (z=2.5),none,0.99,none
10.0.0.35,2026-08-10 02:35:00,0.085,INFO,0.0,[],0.217,0.208,syn_ratio (z=4.2),none,1.0,none
10.0.0.11,2026-08-10 04:21:00,0.0848,INFO,0.0,[],0.222,0.202,syn_ratio (z=3.3),none,1.0,none
10.0.0.13,2026-08-10 01:44:00,0.0848,INFO,0.0,[],0.194,0.23,avg_duration (z=4.6),none,1.0,none
10.0.0.16,2026-08-10 05:22:00,0.0848,INFO,0.0,[],0.214,0.21,avg_duration (z=3.3),none,1.0,none
10.0.0.25,2026-08-10 03:35:00,0.0846,INFO,0.0,[],0.227,0.196,total_bytes_sent (z=1.9),none,1.0,none
10.0.0.4,2026-08-10 00:01:00,0.0846,INFO,0.0,[],0.281,0.142,flow_count (z=0.0),none,1.0,none
10.0.0.22,2026-08-10 01:02:00,0.0846,INFO,0.0,[],0.229,0.194,avg_duration (z=8.0),none,1.0,none
10.0.0.9,2026-08-10 05:45:00,0.0845,INFO,0.0,[],0.216,0.207,syn_ratio (z=8.0),none,1.0,none
10.0.0.24,2026-08-10 00:28:00,0.0843,INFO,0.0,[],0.218,0.203,avg_packet_size (z=3.3),none,1.0,none
10.0.0.33,2026-08-10 01:54:00,0.0843,INFO,0.0,[],0.218,0.204,syn_ratio (z=3.2),none,1.0,none
10.0.0.26,2026-08-10 02:35:00,0.0843,INFO,0.0,[],0.224,0.193,avg_duration (z=3.7),none,0.997,none
10.0.0.17,2026-08-10 05:48:00,0.0843,INFO,0.0,[],0.151,0.24,total_bytes_sent (z=-3.0),none,0.98,none
10.0.0.14,2026-08-10 04:32:00,0.0842,INFO,0.0,[],0.212,0.209,avg_packet_size (z=-2.2),none,1.0,none
10.0.0.28,2026-08-10 04:20:00,0.0842,INFO,0.0,[],0.229,0.192,syn_ratio (z=2.8),none,1.0,none
10.0.0.3,2026-08-10 03:48:00,0.0842,INFO,0.0,[],0.188,0.233,total_bytes_recv (z=3.9),none,1.0,none
10.0.0.40,2026-08-10 05:05:00,0.0842,INFO,0.0,[],0.234,0.187,avg_packet_size (z=2.3),none,1.0,none
10.0.0.23,2026-08-10 04:40:00,0.0841,INFO,0.0,[],0.168,0.252,avg_packet_size (z=4.9),none,1.0,none
10.0.0.13,2026-08-10 04:29:00,0.0841,INFO,0.0,[],0.218,0.203,avg_duration (z=2.2),none,1.0,none
10.0.0.36,2026-08-10 02:47:00,0.0841,INFO,0.0,[],0.202,0.219,syn_ratio (z=6.5),none,1.0,none
10.0.0.29,2026-08-10 02:50:00,0.0841,INFO,0.0,[],0.222,0.199,avg_packet_size (z=-2.0),none,1.0,none
10.0.0.36,2026-08-10 03:20:00,0.0841,INFO,0.0,[],0.235,0.185,syn_ratio (z=2.8),none,1.0,none
10.0.0.8,2026-08-10 02:42:00,0.0839,INFO,0.0,[],0.206,0.213,avg_duration (z=4.6),none,1.0,none
10.0.0.29,2026-08-10 00:22:00,0.0839,INFO,0.0,[],0.209,0.211,avg_packet_size (z=-3.6),none,1.0,none
10.0.0.35,2026-08-10 05:29:00,0.0839,INFO,0.0,[],0.219,0.201,syn_ratio (z=2.2),none,1.0,none
10.0.0.3,2026-08-10 05:12:00,0.0837,INFO,0.0,[],0.206,0.213,syn_ratio (z=8.0),none,1.0,none
10.0.0.11,2026-08-10 00:51:00,0.0836,INFO,0.0,[],0.226,0.187,syn_ratio (z=2.2),none,0.997,none
10.0.0.35,2026-08-10 04:22:00,0.0836,INFO,0.0,[],0.191,0.228,avg_duration (z=2.8),none,1.0,none
10.0.0.19,2026-08-10 00:24:00,0.0835,INFO,0.0,[],0.178,0.239,avg_duration (z=8.0),none,1.0,none
10.0.0.12,2026-08-10 04:26:00,0.0835,INFO,0.0,[],0.206,0.211,syn_ratio (z=4.7),none,1.0,none
10.0.0.9,2026-08-10 04:19:00,0.0833,INFO,0.0,[],0.192,0.225,total_bytes_recv (z=5.0),none,1.0,none
10.0.0.35,2026-08-10 05:30:00,0.0833,INFO,0.0,[],0.223,0.193,avg_duration (z=-1.7),none,1.0,none
10.0.0.25,2026-08-10 03:16:00,0.0832,INFO,0.0,[],0.221,0.195,total_bytes_sent (z=-1.8),none,1.0,none
10.0.0.1,2026-08-10 03:55:00,0.0832,INFO,0.0,[],0.217,0.199,avg_packet_size (z=-2.1),none,1.0,none
10.0.0.20,2026-08-10 03:34:00,0.0832,INFO,0.0,[],0.216,0.2,syn_ratio (z=2.2),none,1.0,none
10.0.0.37,2026-08-10 03:23:00,0.0831,INFO,0.0,[],0.204,0.211,syn_ratio (z=4.8),none,1.0,none
10.0.0.15,2026-08-10 03:54:00,0.0831,INFO,0.0,[],0.21,0.205,syn_ratio (z=6.6),none,1.0,none
10.0.0.32,2026-08-10 01:11:00,0.0831,INFO,0.0,[],0.208,0.207,avg_duration (z=2.5),none,1.0,none
10.0.0.39,2026-08-10 01:12:00,0.0831,INFO,0.0,[],0.225,0.19,avg_packet_size (z=2.2),none,1.0,none
10.0.0.8,2026-08-10 03:56:00,0.0831,INFO,0.0,[],0.195,0.22,avg_packet_size (z=6.4),none,1.0,none
10.0.0.15,2026-08-10 01:41:00,0.083,INFO,0.0,[],0.18,0.235,avg_packet_size (z=4.2),none,1.0,none
10.0.0.36,2026-08-10 05:36:00,0.0829,INFO,0.0,[],0.206,0.208,avg_packet_size (z=5.5),none,1.0,none
10.0.0.15,2026-08-10 04:53:00,0.0829,INFO,0.0,[],0.225,0.189,syn_ratio (z=4.5),none,1.0,none
10.0.0.33,2026-08-10 04:48:00,0.0828,INFO,0.0,[],0.188,0.227,syn_ratio (z=3.9),none,1.0,none
10.0.0.30,2026-08-10 05:00:00,0.0827,INFO,0.0,[],0.118,0.196,avg_duration (z=-1.6),none,0.934,none
10.0.0.25,2026-08-10 03:05:00,0.0826,INFO,0.0,[],0.23,0.183,syn_ratio (z=3.1),none,1.0,none
10.0.0.18,2026-08-10 05:32:00,0.0826,INFO,0.0,[],0.216,0.196,avg_duration (z=3.3),none,1.0,none
10.0.0.7,2026-08-10 05:02:00,0.0826,INFO,0.0,[],0.219,0.194,syn_ratio (z=2.0),none,1.0,none
10.0.0.33,2026-08-10 05:54:00,0.0826,INFO,0.0,[],0.205,0.208,syn_ratio (z=2.0),none,1.0,none
10.0.0.19,2026-08-10 02:26:00,0.0825,INFO,0.0,[],0.232,0.18,syn_ratio (z=4.8),none,1.0,none
10.0.0.12,2026-08-10 01:01:00,0.0824,INFO,0.0,[],0.228,0.184,syn_ratio (z=3.7),none,1.0,none
10.0.0.16,2026-08-10 04:13:00,0.0823,INFO,0.0,[],0.205,0.206,avg_packet_size (z=3.0),none,1.0,none
10.0.0.37,2026-08-10 03:40:00,0.0822,INFO,0.0,[],0.181,0.231,avg_packet_size (z=5.1),none,1.0,none
10.0.0.3,2026-08-10 05:13:00,0.0821,INFO,0.0,[],0.22,0.19,syn_ratio (z=2.1),none,1.0,none
10.0.0.25,2026-08-10 05:51:00,0.0821,INFO,0.0,[],0.168,0.243,avg_packet_size (z=-3.1),none,1.0,none
10.0.0.14,2026-08-10 05:26:00,0.082,INFO,0.0,[],0.196,0.214,syn_ratio (z=5.9),none,1.0,none
10.0.0.20,2026-08-10 03:44:00,0.082,INFO,0.0,[],0.191,0.219,avg_duration (z=4.3),none,1.0,none
10.0.0.5,2026-08-10 05:23:00,0.0819,INFO,0.0,[],0.157,0.252,avg_duration (z=4.4),none,1.0,none
10.0.0.25,2026-08-10 05:38:00,0.0819,INFO,0.0,[],0.198,0.212,avg_duration (z=4.6),none,1.0,none
10.0.0.33,2026-08-10 01:04:00,0.0818,INFO,0.0,[],0.144,0.251,total_bytes_sent (z=-4.4),none,0.99,none
10.0.0.6,2026-08-10 04:46:00,0.0818,INFO,0.0,[],0.181,0.228,total_bytes_recv (z=3.2),none,1.0,none
10.0.0.24,2026-08-10 04:40:00,0.0818,INFO,0.0,[],0.207,0.202,syn_ratio (z=2.8),none,1.0,none
10.0.0.11,2026-08-10 04:03:00,0.0817,INFO,0.0,[],0.208,0.2,syn_ratio (z=4.4),none,1.0,none
10.0.0.10,2026-08-10 03:28:00,0.0815,INFO,0.0,[],0.227,0.18,avg_duration (z=2.4),none,1.0,none
10.0.0.2,2026-08-10 01:50:00,0.0814,INFO,0.0,[],0.189,0.218,avg_duration (z=7.9),none,1.0,none
10.0.0.6,2026-08-10 02:12:00,0.0814,INFO,0.0,[],0.213,0.194,avg_packet_size (z=2.2),none,1.0,none
10.0.0.5,2026-08-10 02:13:00,0.0814,INFO,0.0,[],0.114,0.195,avg_packet_size (z=-1.8),none,0.934,none
10.0.0.32,2026-08-10 05:49:00,0.0814,INFO,0.0,[],0.21,0.197,syn_ratio (z=3.1),none,1.0,none
10.0.0.31,2026-08-10 01:21:00,0.0813,INFO,0.0,[],0.226,0.181,avg_packet_size (z=1.7),none,1.0,none
10.0.0.34,2026-08-10 02:03:00,0.0813,INFO,0.0,[],0.222,0.185,syn_ratio (z=3.0),none,1.0,none
10.0.0.39,2026-08-10 04:00:00,0.0811,INFO,0.0,[],0.203,0.203,syn_ratio (z=8.0),none,1.0,none
10.0.0.32,2026-08-10 03:49:00,0.0809,INFO,0.0,[],0.195,0.209,total_bytes_recv (z=2.8),none,1.0,none
10.0.0.6,2026-08-10 04:55:00,0.0809,INFO,0.0,[],0.202,0.203,syn_ratio (z=2.8),none,1.0,none
10.0.0.19,2026-08-10 05:21:00,0.0809,INFO,0.0,[],0.188,0.216,syn_ratio (z=7.8),none,1.0,none
10.0.0.10,2026-08-10 04:40:00,0.0809,INFO,0.0,[],0.203,0.201,syn_ratio (z=3.4),none,1.0,none
10.0.0.18,2026-08-10 05:08:00,0.0807,INFO,0.0,[],0.147,0.243,avg_duration (z=3.6),none,0.99,none
10.0.0.35,2026-08-10 05:07:00,0.0805,INFO,0.0,[],0.196,0.206,syn_ratio (z=8.0),none,1.0,none
10.0.0.40,2026-08-10 05:33:00,0.0805,INFO,0.0,[],0.215,0.187,syn_ratio (z=2.7),none,1.0,none
10.0.0.11,2026-08-10 04:26:00,0.0805,INFO,0.0,[],0.213,0.189,syn_ratio (z=2.1),none,1.0,none
10.0.0.40,2026-08-10 03:57:00,0.0805,INFO,0.0,[],0.221,0.181,avg_duration (z=2.9),none,1.0,none
10.0.0.38,2026-08-10 01:55:00,0.0804,INFO,0.0,[],0.192,0.21,syn_ratio (z=8.0),none,1.0,none
10.0.0.36,2026-08-10 03:47:00,0.0804,INFO,0.0,[],0.211,0.191,avg_packet_size (z=2.1),none,1.0,none
10.0.0.7,2026-08-10 03:50:00,0.0804,INFO,0.0,[],0.201,0.201,syn_ratio (z=5.1),none,1.0,none
10.0.0.3,2026-08-10 04:10:00,0.0803,INFO,0.0,[],0.225,0.177,syn_ratio (z=2.5),none,1.0,none
10.0.0.26,2026-08-10 02:17:00,0.0803,INFO,0.0,[],0.196,0.205,total_bytes_recv (z=4.2),none,1.0,none
